item	code	label_en	label_fr	label_de	label_nl	label_es	description_en	description_fr	description_de	description_nl	description_es
http://www.wikidata.org/entity/Q33262	ch	Chamorro	chamorro	Chamorro	Chamorro	idioma chamorro	Malayo-Polynesian (Austronesian) language, spoken on the Mariana Islands	langue	Sprache	taal	lengua malayo-polinesia hablada en la isla de Guam y en las islas Marianas del Norte
http://www.wikidata.org/entity/Q33281	cbk-zam	Chavacano	chavacano	Chabacano	Chavacano	criollo chabacano	Spanish-based creole language spoken in the Philippines	langue	Sprache	Creooltaal met Spaanse woorden in de Filipijnen	lengua criolla de Filipinas
http://www.wikidata.org/entity/Q33350	ce	Chechen	tchétchène	Tschetschenisch	Tsjetsjeens	checheno	Northeast Caucasian language spoken mostly in Chechnya and by Chechen people	langue	Sprache	taal	lengua caucásica nororiental
http://www.wikidata.org/entity/Q33388	chr	Cherokee	cherokee	Cherokee	Cherokee	cheroqui	Iroquoian language spoken by the Cherokee people	langue iroquoienne	irokesische Sprache	taal	lengua americana de la familia iroquesa
http://www.wikidata.org/entity/Q33273	ny	Chewa	chewa	Chichewa	Nyanja	chichewa	language of the Bantu language family	langue bantoue parlée au Malawi, au Mozambique et en Zambie	Sprache der Chewa und Nyanja, Amtssprache in Malawi	taal	idioma oficial de Malaui
http://www.wikidata.org/entity/Q33265	chy	Cheyenne	cheyenne	Cheyenne	Cheyenne	cheyene	indigenous language of the United States	langue algonquienne	Sprache	taal	lengua amerindia
http://www.wikidata.org/entity/Q28535	clc	Chilcotin	chilcotin	Tschilcotin	Chilcotin	chilcotin	Northern Athabaskan language spoken in British Columbia by the Tsilhqot’in people	langue athapascane	Nord-Athapaskische Sprache	taal	idioma atabascana
http://www.wikidata.org/entity/Q7850	zh	Chinese	chinois	Chinesisch	Chinees	chino	language group of the Sinitic languages	macro-langue d'Asie de l'est	Primärzweig der sinotibetischen Sprachfamilie	macrotaal en taalgroep binnen de Sinitische talen	macrolengua sinotibetana
http://www.wikidata.org/entity/Q100148307	zh-hk	Chinese (Hong Kong)	chinois de Hong Kong		Chinees (Hongkong)		language variant of Chinese in Hong Kong with traditional Chinese characters	variante locale de la langue chinoise			
http://www.wikidata.org/entity/Q64427357	zh-mo	Chinese in Macau	chinois de Macao		Chinees in Macau		local variant of Chinese language	variante locale de la langue chinoise			
http://www.wikidata.org/entity/Q35173	chn	Chinook Jargon	chinook	Chinook Wawa	Chinook Jargon		pidgin language of northwest North America	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q25339627	nai-chi	Chiquimulilla	xinca de Chiquimulilla				extinct Xincan language of Guatemala	langue xinca	Sprache	taal	lengua
http://www.wikidata.org/entity/Q33173	ctg	Chittagonian	chittagonien	Chittagonisch		Idioma chittagoniano	language spoken throughout the Chittagong region	langue du Bangladesh	Sprache	taal	idioma indoario
http://www.wikidata.org/entity/Q32979	cho	Choctaw	choctaw	Choctaw	Choctaw	idioma choctaw	Muskogean language	langue muskogéenne	Sprache	taal	lengua hablada en Estados Unidos
http://www.wikidata.org/entity/Q33170	ckt	Chukchi	tchouktche	Tschuktschisch	Tsjoektsjisch	Idioma chucoto	Palaeosiberian language	langue tchouktche-kamtchadale	Sprache	taal	idioma humano de origen siberiano
http://www.wikidata.org/entity/Q625800	ko-chu	Chungcheong Korean					dialect of the Korean language				
http://www.wikidata.org/entity/Q33251	cu	Church Slavonic	slavon d’église	Kirchenslawisch	Kerkslavisch	eslavo eclesiástico	old Slavic language used in the liturgy of some branches of the Orthodox Church	ancienne langue slave utilisée dans la liturgie de certaines branches de l’Église orthodoxe	liturgische Sprache der orthodoxen Kirche in Russland, Ukraine und weiteren slawischen, orthodoxen Kirchen	taal van de Slavische liturgie	idioma litúrgico de la Iglesia Ortodoxa búlgara, rusa, serbia y otras Iglesias ortodoxas eslavas
http://www.wikidata.org/entity/Q25704993	cu	Church Slavonic alphabet	alphabet liturgique slavon	kirchenslawisches Alphabet			Slavonic writing system, using Cyrillic and/or Glagolitic letters	ancien système d'écriture du slavon, utilisant indifféremment les lettres cyrilliques ou glagolitiques			
http://www.wikidata.org/entity/Q33348	cv	Chuvash	tchouvache	Tschuwaschisch	Tsjoevasjisch	chuvasio	Turkic language spoken in central Russia, primarily in the Chuvash Republic and adjacent areas	langue turque	isolierte Turksprache (Rhotazismus)	taal	lengua túrquica hablada al este de las Urales
http://www.wikidata.org/entity/Q35179	ctu	Ch’ol	ch'ol	Chol-Sprache	Ch'ol	chol	Mayan language of Chiapas, Mexico	langue	Sprache	taal	lengua mayense hablada por el pueblo chol, México
http://www.wikidata.org/entity/Q37041	lzh	Classical Chinese	chinois classique	klassisches Chinesisch	Klassiek Chinees	chino clásico	language of the Sino-Tibetan language family in written form (ISO 639-3: lzh) as opposed to the spoken, known as Old Chinese (ISO 639-3: och) or Middle Chinese (ISO 639-3: ltc)	langue	chinesische Literatursprache	oude schrijfvorm van het Chinees, tot recent gebruikelijk in literatuur en ambtenarij	lengua muerta sinotibetana
http://www.wikidata.org/entity/Q131287560	fa-cls	Classical Persian	persan classique				the standardized language of medieval Persia (10th to 12th centuries) used in literature and poetry				
http://www.wikidata.org/entity/Q1248800	cel-x-combrit	Common Brittonic	brittonique	britannisch		britónico	ancient Celtic language of Britain, ancestor to Welsh, Cornish, Breton and Cumbric	ancienne langue celtique de la Grande-Bretagne, ancêtre à gallois, cornique, breton et cambrien	alte keltische Sprache von Großbritannien, Ahne zu Walisisch, Kornisch, Bretonisch und Kumbrisch		antigua lengua céltica de Gran Bretaña, antepasado de galés, córnico, bretón y cúmbrico
http://www.wikidata.org/entity/Q35227	art-com	Communicationssprache	Communicationssprache	Communicationssprache	Communicationssprache	Communicationssprache	international auxiliary language	langue construite	konstruierte Sprache	kunsttaal	idioma internaciona auxiliar
http://www.wikidata.org/entity/Q36745	rar	Cook Islands Maori	maori des îles Cook	Rarotonganisch	Cookeilandmaori	Idioma rarotongano	Eastern Polynesian language of the Cook Islands	langue polynésienne parlée aux Îles Cook	Māori der Cookinseln	officiële taal op de Cookeilanden	idioma que se habla de manera oficial en las Islas Cook
http://www.wikidata.org/entity/Q36155	cop	Coptic	copte	Koptisch	Koptisch	copto	latest stage of the Egyptian language	dernier stade de la langue égyptienne	letzte Stufe der ägyptischen Sprache	laatste taalstadium van het oud-Egyptisch	lengua egipcia antigua
http://www.wikidata.org/entity/Q25289	kw	Cornish	cornique	Kornisch	Cornisch	córnico	Brythonic Celtic language indigenous to Cornwall	langue celtique	brythonische keltische Sprache, die in Cornwall beheimatet ist	Brythonische Keltische taal die inheems is in Cornwall	lengua celta britónica
http://www.wikidata.org/entity/Q33111	co	Corsican	corse	Korsisch	Corsicaans	corso	peripheral Tuscan dialect group of Corsica and Sardinia	langue romane	romanische Sprache	taal	lengua romance hablada principalmente en la isla de Córcega (Francia) y en el norte de la isla de Cerdeña (Italia)
http://www.wikidata.org/entity/Q33390	cr	Cree	cri	Cree	Cree	idioma cree	aboriginal language continuum spoken in Canada	langue algonquienne parlée au Canada	Teil der Algonkin-Sprachfamilie	Algonkische taal, voornamelijk gesproken in Canada	continuo dialectal consistente en varios dialectos originarios americanos
http://www.wikidata.org/entity/Q3706583	lmo-x-cremish	Cremish			Dialetto cremasco	Dialecto cremasco	Eastern dialect of Lombard spoken in the Cremasque Territory		indogermanische Sprache		
http://www.wikidata.org/entity/Q33357	crh	Crimean Tatar	tatar de Crimée	Krimtatarisch	Krim-Tataars	tártaro de Crimea	Turkic language spoken in Crimea	langue turcique	Sprache der Krimtataren	taal	idioma
http://www.wikidata.org/entity/Q107557467	crh-cyrl	Crimean Tatar in Cyrillic script	tatar de Crimée en alphabet cyrillique		Krim-Tataars in Cyrillisch schrift	tártaro crimeo en alfabeto cirílico					
http://www.wikidata.org/entity/Q107557485	crh-latn	Crimean Tatar in Latin script	tatar de Crimée en alphabet latin		Krim-Tataars in Latijns schrift	tártaro crimeo en alfabeto latino					
http://www.wikidata.org/entity/Q6654	hr	Croatian	croate	Kroatisch	Kroatisch	croata	South Slavic language spoken in Croatia	langue slave du Sud	südslawische Sprache	taal	lengua eslava de los Balcanes en Europa
http://www.wikidata.org/entity/Q245899	el-cy	Cypriot Greek	grec chypriote	zypriotisches Griechisch	Cypriotisch-Grieks	griego chipriota	dialect	dialecte	Alttagssprache der griechischen Bevölkerung von Zypern		dialecto del idioma griego hablado en la isla de Chipre.
http://www.wikidata.org/entity/Q9056	cs	Czech	tchèque	Tschechisch	Tsjechisch	checo	West Slavic language	langue slave occidentale parlée en Tchéquie	westslawische Sprache der indogermanischen Sprachfamilie	West-Slavische taal	lengua eslava occidental hablada en la República Checa
http://www.wikidata.org/entity/Q32238	dag	Dagbanli	dagbanli	Dagbani	Dagbani	dagbanli	Gur/Mabia language spoken in Ghana	langue du Ghana	Sprache der Dagbmba in Ghana	taal in Ghana	idioma de la familia Gur hablado en Ghana
http://www.wikidata.org/entity/Q35527	dlm	Dalmatian	dalmate	Dalmatisch	Dalmatisch	dalmático	extinct Romance language	langue	ausgestorbene romanische Sprache	taal	lengua romance extinta
http://www.wikidata.org/entity/Q9035	da	Danish	danois	Dänisch	Deens	danés	North Germanic language spoken in Northern Europe	langue germanique	nordgermanische Sprache	Noord-Germaanse taal	lengua germánica nórdica
http://www.wikidata.org/entity/Q32332	dar	Dargwa	dargwa	Darginisch	Darginisch	Idioma darguin	language spoken by the Dargin people of Dagestan	langue de la famille des langues nakho-daghestaniennes, parlée dans la république autonome de Russie du Daguestan	Sprache	taal	lengua
http://www.wikidata.org/entity/Q178440	fa-af	Dari	dari	Dari	Dari	dari	dialect of the Persian language spoken in Afghanistan	langue iranienne, nom donné à deux variantes du persan dont l’une est parlée en Afghanistan et l’autre par quelques milliers de zoroastriens autour des villes de Yazd et Kerman, en Iran	persischer Dialekt	taal	dialecto del persa hablado en Afganistán
http://www.wikidata.org/entity/Q2665761	unm	Delaware	langues delaware	Delawarisch	Delaware	delaware	Native American languages centered around the Delaware River	famille de langues algonquines	Sprache	groep Algonkintalen gesproken in de Verenigde Staten	idioma
http://www.wikidata.org/entity/Q36765	egy-x-demotic	Demotic Egyptian	égyptien démotique	Demotisch	Demotisch	demótico	stage of ancient Egyptian language	état de la langue égyptienne	Entwicklungsstufe der ägyptischen Sprache	taalstadium van het oud-Egyptisch	lengua muerta
http://www.wikidata.org/entity/Q56466	din	Dinka	dinka	Dinka	Dinka	idioma dinka	Nilotic dialect cluster spoken by the Dinka people, the major ethnic group of South Sudan	langue nilotique	westnilotische Sprache	taal	continuo dialectal de lenguas nilóticas
http://www.wikidata.org/entity/Q18415595	dty	Doteli	dotyali	Doteli	Doteli	Doteli	Indo-Aryan language	langue indo-aryenne	Nepali-Dialekt im Doti-Distrikt	taal	lengua
http://www.wikidata.org/entity/Q2914733	art-dtk	Dothraki	dothraki	Dothraki	Dothraki	dothraki	fictional language in "Game of Thrones"	langue imaginaire de "Trône de Fer"	künstliche Sprache aus George R. R. Martins Fantasieroman Game of Thrones	fictieve taal	lengua construida
http://www.wikidata.org/entity/Q33013	dua	Duala	Duala	Duala	Duala	duala	Bantu language spoken in Cameroon	langue bantoue	Sprache	taal	idioma humano
http://www.wikidata.org/entity/Q7411	nl	Dutch	néerlandais	Niederländisch	Nederlands	neerlandés	West Germanic language	langue germanique	westgermanische Sprache	West-Germaanse taal ontstaan in Nederland en België	lengua germánica occidental
http://www.wikidata.org/entity/Q138208298	li-nl	Dutch Limburgish	limbourgeois néerlandais	niederländisches Limburgisch	Nederlands-Limburgs		dialect of the Limburgish language spoken in the Netherlands	dialecte de la langue limbourgeoise parlé aux Pays-Bas	Dialekt der limburgischen Sprache, der in den Niederlanden gesprochen wird	dialect van het Limburgs dat in Nederland wordt gesproken	
http://www.wikidata.org/entity/Q516137	nds-nl	Dutch Low Saxon	bas-saxon néerlandais	Niedersächsische Dialekte in den Niederlanden	Nederlands-Nedersaksisch	dialecto bajo sajón neerlandés	group of Low Saxon dialects spoken in the northeastern Netherlands		Sprache	de Nedersaksische dialecten in Nederland	dialecto del bajo sajón hablado en el noreste de los Países Bajos
http://www.wikidata.org/entity/Q33081	dz	Dzongkha	dzongkha	Dzongkha	Dzongkha	idioma dzongkha	Sino-Tibetan language spoken in Bhutan	langue tibétique parlée au Bhoutan	Sprache	taal	lengua nacional de Bután
http://www.wikidata.org/entity/Q499344	gmw-x-ecg	East Central German	moyen-allemand oriental	Ostmitteldeutsch	Oost-Middelduits	alemán central oriental	dialect group		Mundartengruppe	dialect	dialecto
http://www.wikidata.org/entity/Q2802914	tek	East Teke	téké-ibali	Teke-Sprachen			language	langue bantoue parlée en république démocratique du Congo et en république du Congo	Sprachfamilie	taal	lengua
http://www.wikidata.org/entity/Q64427348	ike-cans	Eastern Canadian Inuktut in Aboriginal syllabics	inuktitut de l'est canadien en syllabaire inuktitut		Oost-Canadese-Inuktut in aboriginal schrift		Eastern Canadian Inuktut written in Canadian Aboriginal syllabics	inuktitut de l'Est canadien écrit en syllabaire inuktitut			
http://www.wikidata.org/entity/Q64362987	ike-latn	Eastern Canadian Inuktut in Latin script	inuktitut de l’est canadien en l'alphabet latin		Oost-Canadese-Inuktut in Latijns schrift		Eastern Canadian Inuktut written in Latin script	langue écrite dans un système d'écriture particulier			
http://www.wikidata.org/entity/Q36455	cdo	Eastern Min	mindong	Min Dong	Mindong	min dong	branch of the Min group of Sinitic languages of China	langue	chinesische Sprache aus der Gruppe der Min-Sprachen	taal	lengua china
http://www.wikidata.org/entity/Q5330390	kjp	Eastern Pwo	pwo de l'Est		Oostelijk Pwo		Karenic language	langue karen	Sprache	Karentaal	lengua
http://www.wikidata.org/entity/Q35377	efi	Efik	efik	Efik	Efik	Idioma efik	Cross River language spoken in Nigeria	langue cross river	Sprache	taal	lengua étnica de los efik de Nigeria
http://www.wikidata.org/entity/Q29919	arz	Egyptian Arabic	arabe égyptien	Ägyptisch-Arabisch	Egyptisch-Arabisch	árabe egipcio	dialect spoken in Egypt	langue sémitique parlée en Égypte	neuarabischer Dialekt	taal, Arabisch zoals gesproken in Egypte	versión de árabe coloquial hablada en Egipto
http://www.wikidata.org/entity/Q116763366	art-elo	Eloi									
http://www.wikidata.org/entity/Q1057898	egl	Emilian	émilien	Emilianisch	Emiliaans	emiliano	group of dialects of the Emilian-Romagnol language, mainly spoken in the Emilia region of Italy	langue surtout parlée dans la région d'Emilia en Italie	romanische Sprache	dialect uit Italië	dialecto
http://www.wikidata.org/entity/Q242648	eml	Emilian–Romagnol	émilien-romagnol	Emilianisch-Romagnol	Emiliaans-Romagnools	emiliano-romañol	branch of Gallo-Italic consisting of Emilian and Romagnol	langue romane	Sprache	taal	lengua romance del grupo galoitaliano
